order_item_id,order_id,product_id,product_category,quantity,unit_price,line_gross_amount,line_discount_amount,line_net_amount
ITEM-0000121,ORD-000047,PROD-0202,beauty,1,2009.51,2009.51,0.0,2009.51
ITEM-0000122,ORD-000047,PROD-0074,beauty,2,1593.52,3187.04,0.0,3187.04
ITEM-0000123,ORD-000047,PROD-0232,beauty,1,245.66,245.66,0.0,245.66
ITEM-0000124,ORD-000048,PROD-0053,electronics,3,6540.83,19622.49,0.0,19622.49
ITEM-0000125,ORD-000048,PROD-0299,fitness,2,397.8,795.6,159.12,636.48
ITEM-0000126,ORD-000048,PROD-0064,accessories,3,323.73,971.19,0.0,971.19
ITEM-0000127,ORD-000049,PROD-0221,electronics,3,7227.62,21682.86,1084.14,20598.72
ITEM-0000128,ORD-000049,PROD-0235,fitness,3,4903.55,14710.65,0.0,14710.65
ITEM-0000129,ORD-000049,PROD-0133,fitness,2,3838.06,7676.12,0.0,7676.12
ITEM-0000130,ORD-000050,PROD-0076,home,1,1087.09,1087.09,0.0,1087.09
ITEM-0000131,ORD-000050,PROD-0256,fitness,3,2527.33,7581.99,1516.4,6065.59
ITEM-0000132,ORD-000050,PROD-0285,home,1,1209.7,1209.7,0.0,1209.7
ITEM-0000133,ORD-000050,PROD-0057,electronics,1,3464.59,3464.59,0.0,3464.59
ITEM-0000134,ORD-000051,PROD-0175,beauty,1,350.06,350.06,0.0,350.06
ITEM-0000135,ORD-000051,PROD-0129,fitness,1,1147.91,1147.91,0.0,1147.91
ITEM-0000136,ORD-000051,PROD-0271,home,3,3609.32,10827.96,541.4,10286.56
ITEM-0000137,ORD-000052,PROD-0106,accessories,1,1750.15,1750.15,175.02,1575.13
ITEM-0000138,ORD-000052,PROD-0103,fitness,1,4153.39,4153.39,207.67,3945.72
ITEM-0000139,ORD-000052,PROD-0192,home,3,3546.67,10640.01,1064.0,9576.01
ITEM-0000140,ORD-000053,PROD-0089,electronics,1,3767.82,3767.82,0.0,3767.82
ITEM-0000141,ORD-000054,PROD-0165,electronics,3,7179.6,21538.8,1076.94,20461.86
ITEM-0000142,ORD-000054,PROD-0082,fitness,2,1550.26,3100.52,0.0,3100.52
ITEM-0000143,ORD-000055,PROD-0030,fitness,2,2067.53,4135.06,0.0,4135.06
ITEM-0000144,ORD-000055,PROD-0016,accessories,2,3242.25,6484.5,972.67,5511.83
ITEM-0000145,ORD-000055,PROD-0163,electronics,2,1216.61,2433.22,364.98,2068.24
ITEM-0000146,ORD-000056,PROD-0065,home,1,2575.28,2575.28,0.0,2575.28
ITEM-0000147,ORD-000056,PROD-0122,beauty,3,227.99,683.97,136.79,547.18
ITEM-0000148,ORD-000056,PROD-0044,home,1,3786.57,3786.57,189.33,3597.24
ITEM-0000149,ORD-000057,PROD-0163,accessories,2,1818.59,3637.18,0.0,3637.18
ITEM-0000150,ORD-000057,PROD-0040,home,3,3423.1,10269.3,1026.93,9242.37
ITEM-0000151,ORD-000057,PROD-0031,fitness,3,5231.88,15695.64,784.78,14910.86
ITEM-0000152,ORD-000058,PROD-0214,accessories,2,1634.28,3268.56,326.86,2941.7
ITEM-0000153,ORD-000058,PROD-0282,fitness,3,271.4,814.2,81.42,732.78
ITEM-0000154,ORD-000058,PROD-0252,beauty,2,2052.66,4105.32,0.0,4105.32
ITEM-0000155,ORD-000058,PROD-0102,accessories,1,767.51,767.51,76.75,690.76
ITEM-0000156,ORD-000059,PROD-0104,home,3,4156.76,12470.28,623.51,11846.77
ITEM-0000157,ORD-000059,PROD-0292,beauty,2,339.39,678.78,0.0,678.78
ITEM-0000158,ORD-000059,PROD-0293,accessories,1,514.97,514.97,51.5,463.47
ITEM-0000159,ORD-000059,PROD-0139,home,1,941.97,941.97,0.0,941.97
ITEM-0000160,ORD-000060,PROD-0270,home,2,2755.26,5510.52,826.58,4683.94
ITEM-0000161,ORD-000061,PROD-0013,beauty,2,1782.2,3564.4,0.0,3564.4
ITEM-0000162,ORD-000062,PROD-0165,home,1,3965.19,3965.19,594.78,3370.41
ITEM-0000163,ORD-000062,PROD-0276,beauty,1,1709.39,1709.39,85.47,1623.92
ITEM-0000164,ORD-000063,PROD-0236,fitness,3,3314.56,9943.68,0.0,9943.68
ITEM-0000165,ORD-000063,PROD-0159,fitness,2,5323.1,10646.2,532.31,10113.89
ITEM-0000166,ORD-000063,PROD-0271,electronics,3,996.41,2989.23,298.92,2690.31
ITEM-0000167,ORD-000063,PROD-0201,home,1,4729.03,4729.03,472.9,4256.13
ITEM-0000168,ORD-000064,PROD-0048,fitness,2,1230.48,2460.96,123.05,2337.91
ITEM-0000169,ORD-000064,PROD-0269,electronics,2,2044.89,4089.78,408.98,3680.8
ITEM-0000170,ORD-000064,PROD-0028,fitness,1,529.78,529.78,0.0,529.78
ITEM-0000171,ORD-000064,PROD-0061,electronics,2,10807.96,21615.92,0.0,21615.92
ITEM-0000172,ORD-000065,PROD-0265,accessories,3,524.66,1573.98,157.4,1416.58
ITEM-0000173,ORD-000066,PROD-0158,electronics,3,8695.0,26085.0,0.0,26085.0
ITEM-0000174,ORD-000066,PROD-0055,home,2,1632.6,3265.2,0.0,3265.2
ITEM-0000175,ORD-000067,PROD-0240,beauty,2,353.11,706.22,0.0,706.22
ITEM-0000176,ORD-000068,PROD-0130,accessories,3,1865.6,5596.8,559.68,5037.12
ITEM-0000177,ORD-000069,PROD-0153,fitness,1,5810.79,5810.79,0.0,5810.79
ITEM-0000178,ORD-000069,PROD-0014,beauty,1,1154.3,1154.3,0.0,1154.3
ITEM-0000179,ORD-000069,PROD-0046,home,1,3554.13,3554.13,0.0,3554.13
ITEM-0000180,ORD-000070,PROD-0076,accessories,3,2219.65,6658.95,0.0,6658.95
ITEM-0000181,ORD-000071,PROD-0207,electronics,1,2429.82,2429.82,242.98,2186.84
ITEM-0000182,ORD-000071,PROD-0178,accessories,3,2371.69,7115.07,355.75,6759.32
ITEM-0000183,ORD-000071,PROD-0023,accessories,3,3268.18,9804.54,0.0,9804.54
ITEM-0000184,ORD-000072,PROD-0277,beauty,3,781.98,2345.94,351.89,1994.05
ITEM-0000185,ORD-000073,PROD-0259,beauty,2,264.13,528.26,26.41,501.85
ITEM-0000186,ORD-000073,PROD-0082,beauty,1,192.46,192.46,19.25,173.21
ITEM-0000187,ORD-000074,PROD-0111,home,3,3716.78,11150.34,1672.55,9477.79
ITEM-0000188,ORD-000074,PROD-0105,beauty,1,1961.76,1961.76,196.18,1765.58
ITEM-0000189,ORD-000074,PROD-0172,electronics,1,5675.28,5675.28,0.0,5675.28
ITEM-0000190,ORD-000075,PROD-0252,beauty,1,1613.33,1613.33,161.33,1452.0
ITEM-0000191,ORD-000075,PROD-0130,accessories,1,3066.37,3066.37,306.64,2759.73
ITEM-0000192,ORD-000075,PROD-0058,home,1,2139.01,2139.01,0.0,2139.01
ITEM-0000193,ORD-000075,PROD-0132,electronics,1,2104.35,2104.35,315.65,1788.7
ITEM-0000194,ORD-000076,PROD-0055,home,2,3128.57,6257.14,938.57,5318.57
ITEM-0000195,ORD-000076,PROD-0041,accessories,3,3140.57,9421.71,1413.26,8008.45
ITEM-0000196,ORD-000076,PROD-0152,home,3,2045.15,6135.45,1227.09,4908.36
ITEM-0000197,ORD-000076,PROD-0182,beauty,1,1452.65,1452.65,0.0,1452.65
ITEM-0000198,ORD-000077,PROD-0187,electronics,2,10473.26,20946.52,4189.3,16757.22
ITEM-0000199,ORD-000077,PROD-0227,electronics,3,4719.76,14159.28,0.0,14159.28
ITEM-0000200,ORD-000077,PROD-0069,home,1,3198.33,3198.33,0.0,3198.33
ITEM-0000201,ORD-000077,PROD-0234,fitness,2,2522.01,5044.02,0.0,5044.02
ITEM-0000202,ORD-000078,PROD-0083,electronics,3,11483.38,34450.14,0.0,34450.14
ITEM-0000203,ORD-000079,PROD-0281,fitness,1,2214.65,2214.65,110.73,2103.92
ITEM-0000204,ORD-000079,PROD-0092,beauty,3,1594.78,4784.34,0.0,4784.34
ITEM-0000205,ORD-000079,PROD-0272,fitness,1,4670.46,4670.46,467.05,4203.41
ITEM-0000206,ORD-000080,PROD-0184,fitness,2,1674.91,3349.82,669.96,2679.86
ITEM-0000207,ORD-000080,PROD-0034,electronics,1,10065.71,10065.71,0.0,10065.71
ITEM-0000208,ORD-000080,PROD-0242,fitness,2,4841.89,9683.78,0.0,9683.78
ITEM-0000209,ORD-000080,PROD-0080,fitness,2,1483.74,2967.48,0.0,2967.48
ITEM-0000210,ORD-000081,PROD-0245,beauty,3,2456.91,7370.73,368.54,7002.19
ITEM-0000211,ORD-000081,PROD-0075,fitness,3,1540.08,4620.24,462.02,4158.22
ITEM-0000212,ORD-000081,PROD-0075,beauty,3,1893.32,5679.96,0.0,5679.96
ITEM-0000213,ORD-000082,PROD-0062,accessories,1,2772.95,2772.95,0.0,2772.95
ITEM-0000214,ORD-000082,PROD-0174,beauty,2,151.3,302.6,0.0,302.6
ITEM-0000215,ORD-000083,PROD-0086,fitness,1,3530.25,3530.25,706.05,2824.2
ITEM-0000216,ORD-000083,PROD-0093,electronics,1,3804.3,3804.3,380.43,3423.87
ITEM-0000217,ORD-000084,PROD-0192,electronics,3,1187.55,3562.65,534.4,3028.25
ITEM-0000218,ORD-000084,PROD-0069,beauty,1,1332.91,1332.91,0.0,1332.91
ITEM-0000219,ORD-000084,PROD-0239,home,1,1331.16,1331.16,0.0,1331.16
ITEM-0000220,ORD-000085,PROD-0015,home,1,717.57,717.57,0.0,717.57
ITEM-0000221,ORD-000085,PROD-0294,fitness,2,319.02,638.04,127.61,510.43
ITEM-0000222,ORD-000085,PROD-0277,accessories,3,3163.35,9490.05,474.5,9015.55
ITEM-0000223,ORD-000086,PROD-0195,beauty,3,1445.11,4335.33,650.3,3685.03
ITEM-0000224,ORD-000086,PROD-0160,accessories,2,2050.8,4101.6,205.08,3896.52
ITEM-0000225,ORD-000087,PROD-0205,fitness,3,3990.91,11972.73,0.0,11972.73
ITEM-0000226,ORD-000088,PROD-0101,accessories,3,937.14,2811.42,0.0,2811.42
ITEM-0000227,ORD-000089,PROD-0138,electronics,3,1265.55,3796.65,0.0,3796.65
ITEM-0000228,ORD-000089,PROD-0123,fitness,1,1254.42,1254.42,250.88,1003.54
ITEM-0000229,ORD-000089,PROD-0021,beauty,3,1475.74,4427.22,442.72,3984.5
ITEM-0000230,ORD-000090,PROD-0101,beauty,1,1694.52,1694.52,0.0,1694.52
ITEM-0000231,ORD-000090,PROD-0206,home,1,4975.19,4975.19,0.0,4975.19
ITEM-0000232,ORD-000091,PROD-0087,beauty,1,1851.71,1851.71,0.0,1851.71
ITEM-0000233,ORD-000092,PROD-0064,fitness,1,1560.89,1560.89,78.04,1482.85
ITEM-0000234,ORD-000092,PROD-0137,electronics,1,1165.35,1165.35,233.07,932.28
ITEM-0000235,ORD-000093,PROD-0023,fitness,1,1346.67,1346.67,134.67,1212.0
ITEM-0000236,ORD-000093,PROD-0142,fitness,3,2348.65,7045.95,0.0,7045.95
ITEM-0000237,ORD-000093,PROD-0083,beauty,1,377.5,377.5,0.0,377.5
ITEM-0000238,ORD-000094,PROD-0107,fitness,2,484.49,968.98,0.0,968.98
ITEM-0000239,ORD-000094,PROD-0160,home,2,2754.12,5508.24,550.82,4957.42
ITEM-0000240,ORD-000094,PROD-0150,beauty,2,1266.53,2533.06,506.61,2026.45
ITEM-0000241,ORD-000095,PROD-0115,accessories,3,2321.8,6965.4,0.0,6965.4
ITEM-0000242,ORD-000095,PROD-0238,electronics,1,4368.01,4368.01,436.8,3931.21
ITEM-0000243,ORD-000095,PROD-0205,accessories,2,2501.72,5003.44,0.0,5003.44
ITEM-0000244,ORD-000095,PROD-0135,electronics,3,1772.09,5316.27,1063.25,4253.02
ITEM-0000245,ORD-000096,PROD-0183,beauty,1,1474.48,1474.48,0.0,1474.48
ITEM-0000246,ORD-000097,PROD-0228,beauty,3,1884.91,5654.73,0.0,5654.73
ITEM-0000247,ORD-000098,PROD-0272,accessories,2,646.88,1293.76,0.0,1293.76
ITEM-0000248,ORD-000098,PROD-0266,fitness,1,2658.46,2658.46,265.85,2392.61
ITEM-0000249,ORD-000098,PROD-0169,accessories,2,2504.09,5008.18,751.23,4256.95
ITEM-0000250,ORD-000099,PROD-0072,fitness,1,5283.57,5283.57,528.36,4755.21
ITEM-0000251,ORD-000099,PROD-0153,fitness,1,1250.33,1250.33,62.52,1187.81
ITEM-0000252,ORD-000099,PROD-0214,accessories,2,1404.8,2809.6,0.0,2809.6
ITEM-0000253,ORD-000100,PROD-0022,electronics,2,8647.41,17294.82,0.0,17294.82
ITEM-0000254,ORD-000100,PROD-0023,beauty,3,1873.81,5621.43,281.07,5340.36
ITEM-0000255,ORD-000100,PROD-0193,accessories,2,3407.66,6815.32,0.0,6815.32
ITEM-0000256,ORD-000100,PROD-0222,beauty,3,1383.87,4151.61,415.16,3736.45
ITEM-0000257,ORD-000101,PROD-0209,accessories,2,612.41,1224.82,0.0,1224.82
ITEM-0000258,ORD-000101,PROD-0005,fitness,3,525.85,1577.55,78.88,1498.67
ITEM-0000259,ORD-000101,PROD-0233,accessories,3,493.27,1479.81,147.98,1331.83
ITEM-0000260,ORD-000102,PROD-0271,home,1,2992.14,2992.14,149.61,2842.53
ITEM-0000261,ORD-000102,PROD-0088,beauty,1,736.69,736.69,0.0,736.69
ITEM-0000262,ORD-000102,PROD-0157,fitness,2,5152.1,10304.2,0.0,10304.2
ITEM-0000263,ORD-000102,PROD-0074,accessories,1,2131.8,2131.8,213.18,1918.62
ITEM-0000264,ORD-000103,PROD-0027,home,2,636.31,1272.62,127.26,1145.36
ITEM-0000265,ORD-000103,PROD-0243,accessories,2,2484.18,4968.36,496.84,4471.52
ITEM-0000266,ORD-000103,PROD-0019,home,3,3950.64,11851.92,0.0,11851.92
ITEM-0000267,ORD-000104,PROD-0273,beauty,3,2149.34,6448.02,644.8,5803.22
ITEM-0000268,ORD-000104,PROD-0240,home,3,1388.31,4164.93,0.0,4164.93
ITEM-0000269,ORD-000105,PROD-0172,beauty,3,975.62,2926.86,292.69,2634.17
ITEM-0000270,ORD-000105,PROD-0042,beauty,3,573.51,1720.53,0.0,1720.53
ITEM-0000271,ORD-000105,PROD-0279,fitness,3,5335.54,16006.62,0.0,16006.62
ITEM-0000272,ORD-000105,PROD-0006,beauty,2,2030.41,4060.82,0.0,4060.82
ITEM-0000273,ORD-000106,PROD-0212,electronics,2,8222.59,16445.18,0.0,16445.18
ITEM-0000274,ORD-000106,PROD-0093,home,1,2267.76,2267.76,0.0,2267.76
ITEM-0000275,ORD-000106,PROD-0197,fitness,2,3363.61,6727.22,0.0,6727.22
ITEM-0000276,ORD-000107,PROD-0166,accessories,1,3405.35,3405.35,0.0,3405.35
ITEM-0000277,ORD-000107,PROD-0121,fitness,2,1902.15,3804.3,570.64,3233.66
ITEM-0000278,ORD-000108,PROD-0187,fitness,1,788.53,788.53,0.0,788.53
ITEM-0000279,ORD-000108,PROD-0191,home,1,2341.58,2341.58,468.32,1873.26
ITEM-0000280,ORD-000109,PROD-0209,beauty,1,316.7,316.7,0.0,316.7
ITEM-0000281,ORD-000109,PROD-0110,electronics,1,11639.19,11639.19,581.96,11057.23
ITEM-0000282,ORD-000110,PROD-0090,home,1,2984.17,2984.17,0.0,2984.17
ITEM-0000283,ORD-000110,PROD-0257,electronics,3,7275.15,21825.45,1091.27,20734.18
ITEM-0000284,ORD-000111,PROD-0284,beauty,1,200.86,200.86,20.09,180.77
ITEM-0000285,ORD-000111,PROD-0004,electronics,1,11203.87,11203.87,1680.58,9523.29
ITEM-0000286,ORD-000111,PROD-0260,accessories,1,3147.59,3147.59,0.0,3147.59
ITEM-0000287,ORD-000112,PROD-0291,home,2,2735.45,5470.9,547.09,4923.81
ITEM-0000288,ORD-000112,PROD-0273,electronics,3,2408.78,7226.34,1445.27,5781.07
ITEM-0000289,ORD-000112,PROD-0290,electronics,1,2726.49,2726.49,0.0,2726.49
ITEM-0000290,ORD-000112,PROD-0178,home,2,3237.85,6475.7,971.35,5504.35
ITEM-0000291,ORD-000113,PROD-0154,beauty,3,916.44,2749.32,274.93,2474.39
ITEM-0000292,ORD-000114,PROD-0107,accessories,2,1311.61,2623.22,0.0,2623.22
ITEM-0000293,ORD-000114,PROD-0233,beauty,1,1481.77,1481.77,0.0,1481.77
ITEM-0000294,ORD-000114,PROD-0042,accessories,1,691.36,691.36,0.0,691.36
